"Symbol","Company","Industry","Series","Face Value(Rs.)","Purpose","Ex-Date","Record Date","BC Start Date","BC End Date","No Delivery Start Date","No Delivery End Date"
"TPLPLASTEH","TPL Plastech Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 3.50 Per Share (Purpose Revised)","12-Sep-2018","-","17-Sep-2018","22-Sep-2018","-","-"
"TREEHOUSE","Tree House Education & Accessories Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","22-Sep-2018","-","-"
"SHREERAMA","Shree Rama Multi-Tech Limited","-","EQ","5"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"SMSLIFE","SMS Lifesciences India Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","20-Sep-2018","-","-"
"JISLJALEQS","Jain Irrigation Systems Limited","-","EQ","2"," Annual General Meeting/Dividend- Re 1 Per Share","12-Sep-2018","-","17-Sep-2018","28-Sep-2018","-","-"
"KECL","Kirloskar Electric Company Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"RELCAPITAL","Reliance Capital Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 11 Per Share","12-Sep-2018","-","15-Sep-2018","18-Sep-2018","-","-"
"RELINFRA","Reliance Infrastructure Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 9.50 Per Share","12-Sep-2018","-","15-Sep-2018","18-Sep-2018","-","-"
"RPOWER","Reliance Power Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","18-Sep-2018","-","-"
"RHFL","Reliance Home Finance Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","15-Sep-2018","18-Sep-2018","-","-"
"RKFORGE","Ramkrishna Forgings Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1/- Per Share","12-Sep-2018","-","15-Sep-2018","22-Sep-2018","-","-"
"RUSHIL","Rushil Decor Limited","-","EQ","10"," Annual General Meeting/Dividend Re 0.50 Per Share","12-Sep-2018","-","17-Sep-2018","22-Sep-2018","-","-"
"S&SPOWER","S&S Power Switchgears Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","19-Sep-2018","-","-"
"SADBHAV","Sadbhav Engineering Limited","-","EQ","1"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","15-Sep-2018","27-Sep-2018","-","-"
"SALZERELEC","Salzer Electronics Limited","-","EQ","10"," Dividend Rs 1.60 Per Share","12-Sep-2018","-","15-Sep-2018","22-Sep-2018","-","-"
"SANCO","Sanco Industries Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","16-Sep-2018","22-Sep-2018","-","-"
"SATHAISPAT","Sathavahana Ispat Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","16-Sep-2018","29-Sep-2018","-","-"
"PIONDIST","Pioneer Distilleries Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"ORIENTLTD","Orient Press Limited","-","EQ","10"," Annual General Meeting/Dividend- Rs 1.25 Per Share","12-Sep-2018","-","16-Sep-2018","22-Sep-2018","-","-"
"ORTEL","Ortel Communications Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"MANINFRA","Man Infraconstruction Limited","-","EQ","2"," Interim Dividend Rs 1.26 Per Share","12-Sep-2018","14-Sep-2018","-","-","-","-"
"NDTV","New Delhi Television Limited","-","EQ","4"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","17-Sep-2018","-","-"
"NHPC","NHPC Limited","-","EQ","10"," Dividend- Re 0.28 Per Share","12-Sep-2018","-","15-Sep-2018","27-Sep-2018","-","-"
"PDSMFL","PDS Multinational Fashions Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"JSL","Jindal Stainless Limited","-","EQ","2"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","18-Sep-2018","-","-"
"JSLHISAR","Jindal Stainless (Hisar) Limited","-","EQ","2"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","18-Sep-2018","-","-"
"JUBILANT","Jubilant Life Sciences Limited","-","EQ","1"," Annual General Meeting/Dividend Rs 3 Per Share","12-Sep-2018","-","15-Sep-2018","26-Sep-2018","-","-"
"JUBLINDS","Jubilant Industries Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","26-Sep-2018","-","-"
"KAMDHENU","Kamdhenu Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","16-Sep-2018","24-Sep-2018","-","-"
"JISLDVREQS","Jain Irrigation Systems Limited","-","EQ","2"," Annual General Meeting/Dividend- Re 1 Per Share","12-Sep-2018","-","17-Sep-2018","28-Sep-2018","-","-"
"MINDTECK","Mindteck (India) Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","15-Sep-2018","28-Sep-2018","-","-"
"MMTC","MMTC Limited","-","EQ","1"," Annual General Meeting/Dividend Re 0.20 Per Share","12-Sep-2018","-","15-Sep-2018","28-Sep-2018","-","-"
"NIITTECH","NIIT Technologies Limited","-","EQ","10"," Dividend Rs 15 Per Share","12-Sep-2018","-","15-Sep-2018","28-Sep-2018","-","-"
"NITINSPIN","Nitin Spinners Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 1.2 Per Share","12-Sep-2018","-","15-Sep-2018","22-Sep-2018","-","-"
"MOIL","MOIL Limited","-","EQ","10"," Dividend Re 2.50 Per Share","12-Sep-2018","14-Sep-2018","-","-","-","-"
"MOREPENLAB","Morepen Laboratories Limited","-","EQ","2"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"MTEDUCARE","MT Educare Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","24-Sep-2018","-","-"
"MUNJALSHOW","Munjal Showa Limited","-","EQ","2"," Annual General Meeting/Dividend Rs 4.50 Per Share","12-Sep-2018","-","15-Sep-2018","26-Sep-2018","-","-"
"NSIL","Nalwa Sons Investments Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","17-Sep-2018","18-Sep-2018","-","-"
"MAGNUM","Magnum Ventures Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","16-Sep-2018","22-Sep-2018","-","-"
"OIL","Oil India Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","15-Sep-2018","22-Sep-2018","-","-"
"NAM-INDIA","Nippon Life India Asset Management Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","12-Sep-2018","-","15-Sep-2018","18-Sep-2018","-","-"
"GUJRAFFIA","Gujarat Raffia Industries Limited","-","EQ","10"," Annual General Meeting","12-Sep-2018","-","15-Sep-2018","21-Sep-2018","-","-"
"GULFPETRO","GP Petroleums Limited","-","EQ","5"," Annual General Meeting/Dividend Re 0.75 Per Share","12-Sep-2018","-","17-Sep-2018","21-Sep-2018","-","-"
"DLF","DLF Limited","-","EQ","2"," Annual General Meeting/Dividend Re 0.80 Per Share (Purpose Revised)","12-Sep-2018","-","17-Sep-2018","24-Sep-2018","-","-"
"DPSCLTD","DPSC Limited","-","EQ","1"," Annual General Meeting/Dividend Re 0.05 Per Share","12-Sep-2018","-","17-Sep-2018","22-Sep-2018","-","-"
"VISHNU","Vishnu Chemicals Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"ANIKINDS","Anik Industries Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"VENUSREM","Venus Remedies Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"REMSONSIND","Remsons Industries Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1.30 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"REMSONSIND","Remsons Industries Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1.30 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"TALBROAUTO","Talbros Automotive Components Limited","-","EQ","10"," Annual General Meeting/Dividend- Rs 1.50 Per Share","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"SHREEPUSHK","Shree Pushkar Chemicals & Fertilisers Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"SHYAMTEL","Shyam Telecom Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"RKDL","Ravi Kumar Distilleries Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"SHIVAMILLS","Shiva Mills Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 1.40 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"SHIVATEX","Shiva Texyarn Limited","-","EQ","10"," Dividend Rs 1.60 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"PITTIENG","Pitti Engineering Limited","-","EQ","5"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","-","EQ","10"," Annual General Meeting/Dividend Re 0.5 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","-","EQ","10"," Annual General Meeting/Dividend Re 0.5 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"PALASHSECU","Palash Securities Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"IZMO","IZMO Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"PGIL","Pearl Global Industries Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 2 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"KOTHARIPRO","Kothari Products Limited","-","EQ","10"," Annual General Meeting/Dividend- Rs 1.50 Per Share","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"IGL","Indraprastha Gas Limited","-","EQ","2"," Annual General Meeting/Dividend Rs 2 Per Share","14-Sep-2018","-","18-Sep-2018","26-Sep-2018","-","-"
"NIPPOBATRY","Indo-National Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 20 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"NXTDIGITAL","NXTDIGITAL LIMITED","-","EQ","10"," Annual General Meeting/Dividend- Rs 17.50 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"MAGADSUGAR","Magadh Sugar & Energy Limited","-","EQ","10"," Dividend- Re 1 Per Share","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"ORIENTALTL","Oriental Trimex Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"ORIENTBELL","Orient Bell Limited","-","EQ","10"," Annual General Meeting/Dividend Re 0.50 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"GULFOILLUB","Gulf Oil Lubricants India Limited","-","EQ","2"," Dividend Rs 6.50 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"ESTER","Ester Industries Limited","-","EQ","5"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"FACT","Fertilizers and Chemicals Travancore Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"HTMEDIA","HT Media Limited","-","EQ","2"," Annual General Meeting/Dividend- Re0.40 Per Share","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"ARCHIDPLY","Archidply Industries Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"DCM","DCM  Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"GANGESSECU","Ganges Securities Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","25-Sep-2018","-","-"
"ATNINTER","ATN International Limited","-","EQ","4"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"AYMSYNTEX","AYM Syntex Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","20-Sep-2018","-","-"
"BALPHARMA","Bal Pharma Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","14-Sep-2018","-","18-Sep-2018","22-Sep-2018","-","-"
"BANSWRAS","Banswara Syntex Limited","-","EQ","10"," Annual General Meeting/Dividend Re 1 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"BASML","Bannari Amman Spinning Mills Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 1.60 Per Share","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"AJMERA","Ajmera Realty & Infra India Limited","-","EQ","10"," Annual General Meeting/Dividend Rs 3.30 Per Share","14-Sep-2018","-","18-Sep-2018","21-Sep-2018","-","-"
"CEREBRAINT","Cerebra Integrated Technologies Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","18-Sep-2018","-","-"
"VARDMNPOLY","Vardhman Polytex Limited","-","EQ","10"," Annual General Meeting","14-Sep-2018","-","18-Sep-2018","24-Sep-2018","-","-"
"SURANASOL","Surana Solar Limited","-","EQ","5"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","24-Sep-2018","-","-"
"BHAGYAPROP","Bhagyanagar Properties Limited","-","EQ","2"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","24-Sep-2018","-","-"
"STCINDIA","The State Trading Corporation of India Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","26-Sep-2018","-","-"
"STINDIA","STI India Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"VIPCLOTHNG","VIP Clothing Limited","-","EQ","2"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","26-Sep-2018","-","-"
"WINSOME","Winsome Yarns Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","20-Sep-2018","-","-"
"ZENITHEXPO","Zenith Exports Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"REPCOHOME","Repco Home Finance Limited","-","EQ","10"," Dividend- Rs 2.20 Per Share","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"REVATHI","Revathi Equipment Limited","-","EQ","10"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"PRIMESECU","Prime Securities Limited","-","EQ","5"," Annual General Meeting","17-Sep-2018","-","19-Sep-2018","24-Sep-2018","-","-"
"RECLTD","REC Limited","-","EQ","10"," Dividend Rs 1.75 Per Share","17-Sep-2018","-","19-Sep-2018","25-Sep-2018","-","-"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","-","EQ","1"," Annual General Meeting/Dividend Rs 2 Per Share","17-Sep-2018","-","19-Sep-2018","26-Sep-2018","-","-"
